CustomerID,LastTransaction,Frequency,Monetary_Sum,Monetary_Min,Monetary_Max,Monetary_Median,Recency_Days,Recency_Months,Outlier_Flag,Cluster,Segment_Name
12365.0,2011-02-21 14:04:00,2,641.38,5.04,320.69,16.0,291,9.56,1,2,Recent / Potential Loyal
12367.0,2011-12-05 16:48:00,1,168.9,9.9,23.4,13.5,4,0.13,1,3,At Risk / Occasional
12370.0,2011-10-19 14:51:00,4,3545.69,1.25,163.2,15.0,51,1.68,1,1,Champions / Loyal
12371.0,2011-10-26 10:16:00,2,1887.96,4.68,360.0,22.5,44,1.45,1,2,Recent / Potential Loyal
12372.0,2011-09-29 12:12:00,3,1298.04,10.08,70.80000000000001,19.799999999999997,71,2.33,1,2,Recent / Potential Loyal
12373.0,2011-02-01 13:10:00,1,364.6,8.5,40.0,22.65,311,10.22,1,0,Lost / Low Value
12374.0,2011-11-14 15:37:00,1,742.9300000000001,5.04,120.0,17.0,25,0.82,1,3,At Risk / Occasional
12375.0,2011-11-29 10:36:00,2,457.5,8.5,62.400000000000006,20.8,10,0.33,1,3,At Risk / Occasional
12378.0,2011-08-02 10:34:00,1,4008.62,4.68,69.36,16.5,129,4.24,1,2,Recent / Potential Loyal
12379.0,2011-09-19 10:09:00,2,852.24,8.5,76.19999999999999,16.97,81,2.66,1,2,Recent / Potential Loyal
12380.0,2011-11-18 11:27:00,4,2724.81,7.800000000000001,157.92000000000002,17.700000000000003,21,0.69,1,1,Champions / Loyal
12381.0,2011-12-05 12:44:00,5,1845.31,4.5,240.0,16.8,4,0.13,1,1,Champions / Loyal
12383.0,2011-06-08 08:02:00,5,1850.56,5.04,72.0,15.600000000000001,184,6.04,1,2,Recent / Potential Loyal
12384.0,2011-11-11 08:39:00,2,585.27,6.64,80.0,17.0,28,0.92,1,3,At Risk / Occasional
12388.0,2011-11-24 12:30:00,6,2780.66,9.36,81.36,19.919999999999998,15,0.49,1,1,Champions / Loyal
12390.0,2011-09-21 09:33:00,1,549.84,7.800000000000001,45.0,16.775,79,2.6,1,0,Lost / Low Value
12391.0,2011-11-18 12:07:00,1,460.89,0.83,29.5,2.95,21,0.69,1,3,At Risk / Occasional
12393.0,2011-09-28 15:41:00,4,1582.6000000000001,10.2,141.60000000000002,17.700000000000003,72,2.37,1,2,Recent / Potential Loyal
12394.0,2011-10-07 08:08:00,2,1272.48,6.8,266.24,19.799999999999997,63,2.07,1,2,Recent / Potential Loyal
12395.0,2011-11-20 15:21:00,12,3018.63,2.5,76.5,16.6,19,0.62,1,1,Champions / Loyal
12397.0,2011-11-04 09:52:00,2,2409.9,5.04,127.5,16.5,35,1.15,1,2,Recent / Potential Loyal
12398.0,2011-10-25 10:27:00,1,1635.6599999999999,6.64,200.0,15.0,45,1.48,1,3,At Risk / Occasional
12399.0,2011-08-12 13:15:00,4,1108.65,8.4,70.2,16.5,119,3.91,1,2,Recent / Potential Loyal
12401.0,2011-02-09 13:50:00,1,84.3,10.95,25.5,15.0,303,9.95,1,0,Lost / Low Value
12402.0,2011-01-20 13:49:00,1,225.6,9.899999999999999,35.400000000000006,19.5,323,10.61,1,0,Lost / Low Value
12403.0,2011-10-21 10:51:00,1,427.7,9.9,166.0,83.0,49,1.61,1,3,At Risk / Occasional
12405.0,2011-07-14 08:52:00,1,1710.39,9.959999999999999,320.0,19.799999999999997,148,4.86,1,2,Recent / Potential Loyal
12406.0,2011-11-17 19:22:00,2,3415.3,5.04,145.0,24.96,22,0.72,1,1,Champions / Loyal
12407.0,2011-10-21 10:11:00,5,1708.1200000000001,2.88,90.0,17.4,49,1.61,1,1,Champions / Loyal
12408.0,2011-11-07 12:27:00,5,2888.55,2.88,122.39999999999999,18.0,32,1.05,1,1,Champions / Loyal
12410.0,2011-02-04 10:39:00,2,693.3299999999999,10.08,160.0,17.55,308,10.12,1,2,Recent / Potential Loyal
12412.0,2011-09-26 10:16:00,3,1226.88,5.04,50.400000000000006,16.6,74,2.43,1,2,Recent / Potential Loyal
12413.0,2011-10-04 09:00:00,3,758.1,7.800000000000001,54.0,17.85,66,2.17,1,2,Recent / Potential Loyal
12414.0,2011-05-06 14:51:00,3,562.41,7.56,79.2,25.5,217,7.13,1,2,Recent / Potential Loyal
12417.0,2011-12-06 14:52:00,9,3649.1,4.5600000000000005,84.0,16.55,3,0.1,1,1,Champions / Loyal
12418.0,2011-08-19 11:08:00,1,668.58,5.04,68.0,15.0,112,3.68,1,0,Lost / Low Value
12420.0,2011-10-07 08:55:00,1,600.39,10.08,39.8,19.8,63,2.07,1,3,At Risk / Occasional
12421.0,2011-11-24 09:07:00,4,807.04,5.04,56.0,15.299999999999999,15,0.49,1,1,Champions / Loyal
12422.0,2011-09-05 09:48:00,3,803.5600000000001,8.5,120.0,17.700000000000003,95,3.12,1,2,Recent / Potential Loyal
12423.0,2011-12-09 10:10:00,8,1859.31,4.68,45.0,14.850000000000001,0,0.0,1,1,Champions / Loyal
12424.0,2011-06-30 12:06:00,2,1760.96,9.899999999999999,306.0,32.4,162,5.32,1,2,Recent / Potential Loyal
12425.0,2011-09-22 17:31:00,1,777.2,8.5,70.80000000000001,16.75,78,2.56,1,3,At Risk / Occasional
12426.0,2011-05-29 12:26:00,1,582.73,2.5,72.0,17.700000000000003,194,6.37,1,0,Lost / Low Value
12427.0,2011-11-18 08:56:00,3,825.8,12.48,68.0,19.799999999999997,21,0.69,1,1,Champions / Loyal
12428.0,2011-11-14 08:22:00,9,7956.46,2.34,551.2,17.700000000000003,25,0.82,1,1,Champions / Loyal
12429.0,2011-11-30 17:22:00,4,3750.4,4.68,183.60000000000002,25.5,9,0.3,1,1,Champions / Loyal
12430.0,2011-10-27 15:09:00,1,256.4,9.959999999999999,47.8,17.4,43,1.41,1,3,At Risk / Occasional
12431.0,2011-11-04 11:55:00,15,6487.45,5.04,601.44,17.4,35,1.15,1,1,Champions / Loyal
12432.0,2011-10-28 11:43:00,5,5059.32,4.68,700.0,20.6,42,1.38,1,1,Champions / Loyal
12434.0,2011-09-16 12:38:00,2,806.14,4.68,47.6,15.9,84,2.76,1,2,Recent / Potential Loyal
12436.0,2011-09-01 12:09:00,1,509.01,12.600000000000001,80.0,32.19,99,3.25,1,0,Lost / Low Value
12437.0,2011-12-08 11:35:00,18,4951.41,4.68,131.39999999999998,19.799999999999997,1,0.03,1,1,Champions / Loyal
12438.0,2011-11-25 13:28:00,2,2906.85,2.88,320.0,19.799999999999997,14,0.46,1,1,Champions / Loyal
12441.0,2010-12-08 10:45:00,1,173.55,10.5,23.25,17.700000000000003,366,12.02,1,0,Lost / Low Value
12442.0,2011-12-06 14:22:00,1,172.06,4.68,30.0,10.35,3,0.1,1,3,At Risk / Occasional
12444.0,2011-11-18 13:23:00,5,5005.46,5.8,320.0,17.700000000000003,21,0.69,1,1,Champions / Loyal
12445.0,2011-11-17 18:43:00,1,133.4,17.4,56.0,30.0,22,0.72,1,3,At Risk / Occasional
12446.0,2011-10-13 12:50:00,1,1002.3100000000001,5.04,38.25,16.5,57,1.87,1,3,At Risk / Occasional
12447.0,2011-04-10 13:25:00,1,476.49,6.8,45.0,17.700000000000003,243,7.98,1,0,Lost / Low Value
12448.0,2011-10-26 13:46:00,1,449.45,4.5600000000000005,84.0,15.45,44,1.45,1,3,At Risk / Occasional
12449.0,2011-11-17 13:46:00,4,4067.29,4.32,165.0,17.34,22,0.72,1,1,Champions / Loyal
12450.0,2011-07-06 14:41:00,2,197.88,9.959999999999999,66.0,20.73,156,5.12,1,0,Lost / Low Value
12451.0,2011-11-29 08:40:00,5,9035.52,2.88,244.79999999999998,19.799999999999997,10,0.33,1,1,Champions / Loyal
12452.0,2011-11-23 10:28:00,2,430.57,2.0,80.0,16.6,16,0.53,1,3,At Risk / Occasional
12453.0,2011-07-28 14:08:00,1,707.09,9.9,30.0,15.299999999999999,134,4.4,1,0,Lost / Low Value
12454.0,2011-10-14 17:13:00,1,3528.34,66.4,417.5,250.0,56,1.84,1,2,Recent / Potential Loyal
12455.0,2011-09-27 15:31:00,6,2466.86,6.8,158.4,17.4,73,2.4,1,2,Recent / Potential Loyal
12456.0,2011-10-26 14:41:00,3,3181.04,4.5600000000000005,280.0,17.4,44,1.45,1,1,Champions / Loyal
12457.0,2011-10-04 13:13:00,7,2363.23,5.04,196.35,19.9,66,2.17,1,1,Champions / Loyal
12458.0,2011-09-29 15:25:00,2,947.4,9.899999999999999,80.0,16.75,71,2.33,1,2,Recent / Potential Loyal
12461.0,2011-09-06 16:57:00,2,826.88,4.5600000000000005,200.0,15.0,94,3.09,1,2,Recent / Potential Loyal
12462.0,2011-11-21 09:11:00,2,1189.59,9.899999999999999,168.0,15.75,18,0.59,1,3,At Risk / Occasional
12463.0,2011-10-17 13:44:00,4,1344.78,4.68,36.0,15.0,53,1.74,1,2,Recent / Potential Loyal
12464.0,2011-11-29 13:33:00,8,1212.05,15.0,119.6,30.599999999999998,10,0.33,1,1,Champions / Loyal
12465.0,2011-11-22 16:34:00,2,742.1899999999999,5.04,40.8,15.0,17,0.56,1,3,At Risk / Occasional
12468.0,2011-06-05 11:36:00,2,729.5400000000001,5.04,70.80000000000001,16.55,187,6.14,1,2,Recent / Potential Loyal
12472.0,2011-11-07 14:01:00,7,6572.11,2.88,126.0,15.299999999999999,32,1.05,1,1,Champions / Loyal
12473.0,2011-11-10 13:46:00,5,3938.5499999999997,4.5600000000000005,549.34,15.600000000000001,29,0.95,1,1,Champions / Loyal
12474.0,2011-11-22 14:39:00,18,7375.79,2.2800000000000002,72.0,15.299999999999999,17,0.56,1,1,Champions / Loyal
12475.0,2011-10-17 10:10:00,1,723.38,4.0,54.0,17.325,53,1.74,1,3,At Risk / Occasional
12476.0,2011-11-24 12:40:00,11,6816.42,3.95,198.0,19.95,15,0.49,1,1,Champions / Loyal
12478.0,2011-12-06 09:56:00,1,680.99,5.04,135.0,16.5,3,0.1,1,3,At Risk / Occasional
12479.0,2011-11-28 13:26:00,1,527.2,4.5600000000000005,54.0,15.600000000000001,11,0.36,1,3,At Risk / Occasional
12480.0,2011-11-11 14:52:00,4,3281.63,2.5,316.79999999999995,15.7,28,0.92,1,1,Champions / Loyal
12481.0,2011-11-17 08:29:00,10,5596.32,4.5600000000000005,144.0,18.0,22,0.72,1,1,Champions / Loyal
12483.0,2011-11-22 17:02:00,8,2484.98,6.959999999999999,200.0,25.200000000000003,17,0.56,1,1,Champions / Loyal
12484.0,2011-11-07 11:37:00,6,4541.72,0.83,196.0,9.899999999999999,32,1.05,1,1,Champions / Loyal
12488.0,2011-11-30 08:50:00,3,1298.66,4.5600000000000005,84.75,17.0,9,0.3,1,1,Champions / Loyal
12489.0,2011-01-07 13:13:00,1,334.93,9.899999999999999,36.0,20.1,336,11.04,1,0,Lost / Low Value
12490.0,2011-12-04 16:07:00,10,5417.93,4.5600000000000005,171.84,17.700000000000003,5,0.16,1,1,Champions / Loyal
12491.0,2011-11-01 12:18:00,1,460.40000000000003,8.5,46.800000000000004,15.600000000000001,38,1.25,1,3,At Risk / Occasional
12492.0,2011-10-07 15:15:00,2,263.21000000000004,5.04,23.4,14.925,63,2.07,1,3,At Risk / Occasional
12493.0,2011-06-27 10:17:00,2,433.74,12.7,36.0,16.5,165,5.42,1,2,Recent / Potential Loyal
12494.0,2011-11-24 09:34:00,7,1246.1000000000001,4.68,39.8,15.0,15,0.49,1,1,Champions / Loyal
12497.0,2011-09-19 12:29:00,1,1043.1,20.4,177.60000000000002,52.5,81,2.66,1,2,Recent / Potential Loyal
12498.0,2011-11-18 12:53:00,3,403.70000000000005,8.5,36.0,17.700000000000003,21,0.69,1,3,At Risk / Occasional
12500.0,2011-11-16 16:20:00,11,4257.82,3.0,624.0,20.8,23,0.76,1,1,Champions / Loyal
12502.0,2011-09-05 11:52:00,5,3723.87,4.2,196.0,16.5,95,3.12,1,2,Recent / Potential Loyal
12504.0,2011-11-21 16:02:00,2,482.04999999999995,9.95,131.39999999999998,30.0,18,0.59,1,3,At Risk / Occasional
12506.0,2011-04-21 08:54:00,1,73.5,0.85,7.95,2.95,232,7.62,1,0,Lost / Low Value
12507.0,2011-07-28 17:09:00,3,1304.81,15.0,208.79999999999998,30.0,134,4.4,1,2,Recent / Potential Loyal
12508.0,2011-11-13 15:37:00,2,398.27,0.39,20.23,4.35,26,0.85,1,3,At Risk / Occasional
12509.0,2011-02-28 14:45:00,1,176.5,8.5,49.5,18.0,284,9.33,1,0,Lost / Low Value
12510.0,2011-07-20 10:15:00,2,982.5699999999999,8.5,162.72,17.700000000000003,142,4.66,1,2,Recent / Potential Loyal
12512.0,2011-10-04 14:55:00,2,138.03,0.95,10.5,3.35,66,2.17,1,3,At Risk / Occasional
12513.0,2011-08-19 10:51:00,1,612.29,6.64,54.0,15.299999999999999,112,3.68,1,0,Lost / Low Value
12514.0,2011-03-17 16:38:00,1,1017.68,8.5,59.699999999999996,17.0,267,8.77,1,0,Lost / Low Value
12515.0,2010-12-21 15:43:00,1,383.7,9.0,105.0,17.85,353,11.6,1,0,Lost / Low Value
12516.0,2011-09-23 09:13:00,2,1312.06,7.800000000000001,104.0,42.05,77,2.53,1,2,Recent / Potential Loyal
12517.0,2011-11-11 14:04:00,5,2502.84,0.85,90.0,6.6,28,0.92,1,1,Champions / Loyal
12518.0,2011-12-09 10:13:00,5,2056.89,5.04,54.0,15.6,0,0.0,1,1,Champions / Loyal
12519.0,2011-10-07 09:26:00,1,340.84,10.0,54.0,16.47,63,2.07,1,3,At Risk / Occasional
12520.0,2011-09-21 15:23:00,5,2634.26,2.34,90.0,15.0,79,2.6,1,2,Recent / Potential Loyal
12521.0,2011-07-20 10:51:00,1,599.68,5.04,54.0,14.975,142,4.66,1,0,Lost / Low Value
12522.0,2011-10-31 15:30:00,2,192.72,4.0,20.0,17.520000000000003,39,1.28,1,3,At Risk / Occasional
12523.0,2011-11-20 12:55:00,11,1789.77,9.95,39.6,15.299999999999999,19,0.62,1,1,Champions / Loyal
12524.0,2011-11-30 15:31:00,8,4485.72,2.88,152.64000000000001,19.799999999999997,9,0.3,1,1,Champions / Loyal
12526.0,2011-12-09 12:09:00,3,1316.66,4.68,72.0,17.700000000000003,0,0.0,1,1,Champions / Loyal
12527.0,2011-09-19 11:55:00,3,348.71000000000004,5.04,50.400000000000006,14.895000000000001,81,2.66,1,2,Recent / Potential Loyal
12528.0,2011-11-30 14:40:00,6,1933.48,6.72,59.400000000000006,17.0,9,0.3,1,1,Champions / Loyal
12530.0,2011-10-11 12:34:00,4,1662.28,5.04,139.8,19.5,59,1.94,1,2,Recent / Potential Loyal
12531.0,2011-11-25 11:12:00,1,125.22,0.85,29.95,5.9,14,0.46,1,3,At Risk / Occasional
12532.0,2011-11-09 13:47:00,1,349.83000000000004,9.36,45.0,21.15,30,0.99,1,3,At Risk / Occasional
12534.0,2011-08-01 10:26:00,1,1089.18,6.8,108.0,15.0,130,4.27,1,0,Lost / Low Value
12535.0,2011-09-09 08:48:00,2,716.35,10.2,44.550000000000004,18.599999999999998,91,2.99,1,2,Recent / Potential Loyal
12538.0,2011-11-10 17:16:00,1,363.95,5.04,39.8,16.5,29,0.95,1,3,At Risk / Occasional
12539.0,2011-11-17 13:30:00,4,5568.35,7.800000000000001,178.5,17.4,22,0.72,1,1,Champions / Loyal
12541.0,2011-11-10 10:40:00,3,981.18,6.64,84.0,15.0,29,0.95,1,2,Recent / Potential Loyal
12544.0,2011-11-03 16:15:00,1,372.7,12.48,56.0,15.0,36,1.18,1,3,At Risk / Occasional
12545.0,2011-09-25 13:39:00,2,1000.39,10.2,84.0,16.5,75,2.46,1,2,Recent / Potential Loyal
12546.0,2011-10-24 12:09:00,2,1161.5,7.9,84.0,15.0,46,1.51,1,2,Recent / Potential Loyal
12547.0,2011-05-26 12:38:00,2,207.79999999999998,20.4,30.599999999999998,28.0,197,6.47,1,0,Lost / Low Value
12548.0,2011-06-26 15:35:00,1,95.19999999999999,15.0,28.0,17.4,166,5.45,1,0,Lost / Low Value
12550.0,2011-09-21 14:35:00,1,964.83,4.5600000000000005,140.0,15.299999999999999,79,2.6,1,3,At Risk / Occasional
12551.0,2010-12-17 11:23:00,1,168.0,12.5,19.5,18.0,357,11.73,1,0,Lost / Low Value
12552.0,2011-11-01 10:02:00,2,437.82,9.95,120.0,16.05,38,1.25,1,3,At Risk / Occasional
12553.0,2011-12-01 16:38:00,10,3692.28,5.04,108.0,16.6,8,0.26,1,1,Champions / Loyal
12556.0,2011-10-20 13:06:00,2,603.71,0.29,23.6,3.75,50,1.64,1,2,Recent / Potential Loyal
12557.0,2011-11-23 16:59:00,5,11990.960000000001,27.2,1350.0,145.0,16,0.53,1,1,Champions / Loyal
12558.0,2011-12-02 10:41:00,1,269.96,5.04,74.88,20.8,7,0.23,1,3,At Risk / Occasional
12559.0,2011-02-02 09:49:00,2,561.71,6.959999999999999,106.2,17.0,310,10.18,1,0,Lost / Low Value
12560.0,2011-12-04 13:54:00,3,2134.01,4.68,144.0,17.0,5,0.16,1,1,Champions / Loyal
12561.0,2011-02-10 11:39:00,1,238.85,10.2,23.6,14.175,302,9.92,1,0,Lost / Low Value
12562.0,2011-12-01 17:20:00,7,3781.7400000000002,5.04,171.84,16.95,8,0.26,1,1,Champions / Loyal
12564.0,2011-03-23 14:55:00,1,456.9,15.9,54.0,19.8,261,8.57,1,0,Lost / Low Value
12565.0,2011-02-24 10:34:00,1,145.92,5.04,19.799999999999997,17.700000000000003,288,9.46,1,0,Lost / Low Value
12566.0,2011-09-14 14:30:00,1,351.65,10.08,54.0,16.6,86,2.83,1,0,Lost / Low Value
12567.0,2011-11-17 11:02:00,10,9401.28,2.88,171.8,16.55,22,0.72,1,1,Champions / Loyal
12571.0,2011-10-31 10:19:00,2,519.61,6.84,30.0,15.0,39,1.28,1,3,At Risk / Occasional
12572.0,2011-12-01 09:20:00,2,1020.42,2.5,54.0,15.299999999999999,8,0.26,1,3,At Risk / Occasional
12573.0,2011-04-26 15:52:00,1,160.54000000000002,0.42,35.400000000000006,2.55,227,7.46,1,0,Lost / Low Value
12574.0,2011-01-28 09:20:00,1,218.45,14.850000000000001,36.0,17.700000000000003,315,10.35,1,0,Lost / Low Value
12576.0,2011-11-04 10:11:00,5,1315.83,6.6000000000000005,34.8,15.0,35,1.15,1,1,Champions / Loyal
12577.0,2011-11-04 13:24:00,3,657.8,0.29,31.200000000000003,2.5,35,1.15,1,2,Recent / Potential Loyal
12578.0,2011-11-18 13:30:00,2,2794.51,5.04,196.0,17.700000000000003,21,0.69,1,1,Champions / Loyal
12579.0,2011-09-22 17:15:00,1,440.42,6.8,54.0,13.5,78,2.56,1,0,Lost / Low Value
12580.0,2011-04-07 10:24:00,1,415.7,8.5,36.0,17.35,246,8.08,1,0,Lost / Low Value
12581.0,2011-10-31 08:56:00,1,197.71,7.9,19.799999999999997,15.0,39,1.28,1,3,At Risk / Occasional
12582.0,2011-04-15 08:45:00,2,511.36,10.0,120.0,16.57,238,7.82,1,2,Recent / Potential Loyal
12583.0,2011-12-07 08:07:00,15,7281.38,6.8,132.8,20.4,2,0.07,1,1,Champions / Loyal
12584.0,2011-12-06 09:35:00,9,2338.15,5.9,91.80000000000001,17.700000000000003,3,0.1,1,1,Champions / Loyal
12585.0,2011-04-19 13:39:00,2,2040.1,6.959999999999999,138.24,16.6,234,7.69,1,2,Recent / Potential Loyal
12586.0,2011-11-22 16:24:00,1,196.94000000000003,2.88,33.2,17.700000000000003,17,0.56,1,3,At Risk / Occasional
12587.0,2011-12-02 12:47:00,1,144.0,20.8,41.6,40.8,7,0.23,1,3,At Risk / Occasional
12588.0,2011-10-31 15:01:00,1,214.89999999999998,10.2,40.0,19.799999999999997,39,1.28,1,3,At Risk / Occasional
12589.0,2011-11-11 10:19:00,2,646.68,6.64,54.0,17.0,28,0.92,1,3,At Risk / Occasional
12591.0,2011-01-26 14:35:00,1,452.84999999999997,9.899999999999999,84.0,14.925,317,10.41,1,0,Lost / Low Value
12592.0,2011-09-08 15:04:00,2,437.6,8.5,33.0,23.4,92,3.02,1,2,Recent / Potential Loyal
12593.0,2011-08-23 12:43:00,3,418.09999999999997,10.5,39.5,16.5,108,3.55,1,2,Recent / Potential Loyal
12594.0,2011-11-02 12:20:00,10,3338.2200000000003,6.959999999999999,85.92,21.0,37,1.22,1,1,Champions / Loyal
12596.0,2011-10-19 13:02:00,2,618.27,3.3600000000000003,112.0,17.700000000000003,51,1.68,1,2,Recent / Potential Loyal
12597.0,2011-11-20 13:33:00,4,3811.22,2.52,280.0,16.2,19,0.62,1,1,Champions / Loyal
12598.0,2011-11-30 12:18:00,8,3023.08,5.04,108.0,19.799999999999997,9,0.3,1,1,Champions / Loyal
12599.0,2011-11-10 13:34:00,7,1032.58,7.800000000000001,60.0,15.0,29,0.95,1,1,Champions / Loyal
12600.0,2011-11-11 10:29:00,10,2599.04,6.72,237.60000000000002,20.099999999999998,28,0.92,1,1,Champions / Loyal
12601.0,2011-06-03 10:17:00,5,577.0600000000001,5.04,75.60000000000001,17.55,189,6.21,1,2,Recent / Potential Loyal
12602.0,2011-10-12 11:22:00,1,153.12,8.4,23.9,11.440000000000001,58,1.91,1,3,At Risk / Occasional
12603.0,2011-11-18 10:42:00,1,739.1999999999999,126.0,613.1999999999999,369.59999999999997,21,0.69,1,3,At Risk / Occasional
12604.0,2011-09-21 14:08:00,2,254.18,6.64,30.0,15.6,79,2.6,1,3,At Risk / Occasional
12607.0,2011-10-10 16:06:00,1,1579.51,5.04,39.6,15.0,60,1.97,1,2,Recent / Potential Loyal
12609.0,2011-09-22 16:34:00,3,1126.85,4.5600000000000005,90.0,16.8,78,2.56,1,2,Recent / Potential Loyal
12610.0,2011-11-17 09:34:00,5,2099.54,7.800000000000001,160.0,15.299999999999999,22,0.72,1,1,Champions / Loyal
12611.0,2011-10-18 13:12:00,1,1193.32,5.04,144.0,16.35,52,1.71,1,3,At Risk / Occasional
12612.0,2011-09-26 15:35:00,1,704.0400000000001,14.040000000000001,62.550000000000004,35.400000000000006,74,2.43,1,3,At Risk / Occasional
12613.0,2011-10-13 14:59:00,5,3344.38,5.04,126.0,17.700000000000003,57,1.87,1,1,Champions / Loyal
12614.0,2011-03-07 10:22:00,1,315.6,9.95,22.95,15.299999999999999,277,9.1,1,0,Lost / Low Value
12615.0,2011-12-07 15:02:00,4,2291.19,5.04,171.84,17.4,2,0.07,1,1,Champions / Loyal
12616.0,2011-09-05 15:17:00,2,713.3,10.0,63.6,17.700000000000003,95,3.12,1,2,Recent / Potential Loyal
12617.0,2011-11-10 14:39:00,1,355.53,0.85,28.900000000000002,6.25,29,0.95,1,3,At Risk / Occasional
12618.0,2011-11-18 11:10:00,1,177.31,9.959999999999999,40.0,14.850000000000001,21,0.69,1,3,At Risk / Occasional
12619.0,2011-11-23 14:52:00,9,3641.24,5.04,389.68,17.7,16,0.53,1,1,Champions / Loyal
12620.0,2011-11-25 10:20:00,3,1339.41,4.5600000000000005,40.0,14.895000000000001,14,0.46,1,1,Champions / Loyal
12622.0,2011-04-21 16:39:00,1,180.1,10.2,25.5,15.299999999999999,232,7.62,1,0,Lost / Low Value
12623.0,2011-03-08 13:50:00,1,305.1,6.8,39.0,15.45,276,9.07,1,0,Lost / Low Value
12624.0,2011-08-25 15:04:00,2,641.13,5.04,36.0,15.75,106,3.48,1,2,Recent / Potential Loyal
12625.0,2011-05-12 09:54:00,2,2683.82,5.04,175.2,20.099999999999998,211,6.93,1,2,Recent / Potential Loyal
12626.0,2011-11-16 16:06:00,9,6620.48,5.04,144.0,17.4,23,0.76,1,1,Champions / Loyal
12627.0,2011-11-29 12:07:00,7,4478.53,4.0,108.0,16.775,10,0.33,1,1,Champions / Loyal
12628.0,2011-12-05 13:15:00,3,786.46,5.04,50.0,17.85,4,0.13,1,1,Champions / Loyal
12630.0,2011-11-30 10:48:00,2,1270.88,6.959999999999999,120.0,17.369999999999997,9,0.3,1,1,Champions / Loyal
12631.0,2011-10-13 13:53:00,1,640.5,6.8,160.0,16.6,57,1.87,1,3,At Risk / Occasional
12633.0,2011-10-12 11:40:00,4,2163.98,4.68,214.20000000000002,15.299999999999999,58,1.91,1,2,Recent / Potential Loyal
12635.0,2011-09-11 11:04:00,2,1689.18,2.88,126.0,15.0,89,2.92,1,2,Recent / Potential Loyal
12637.0,2011-10-03 13:46:00,8,6021.9,0.42,108.0,15.0,67,2.2,1,1,Champions / Loyal
12638.0,2011-11-06 13:11:00,1,671.69,5.04,160.0,13.200000000000001,33,1.08,1,3,At Risk / Occasional
12639.0,2011-04-15 12:48:00,1,486.1,7.800000000000001,120.0,16.2,238,7.82,1,0,Lost / Low Value
12640.0,2011-11-16 11:52:00,3,1174.58,5.04,90.0,17.0,23,0.76,1,1,Champions / Loyal
12641.0,2011-08-16 13:26:00,1,185.9,10.5,40.0,16.15,115,3.78,1,0,Lost / Low Value
12642.0,2011-11-14 15:03:00,3,1013.26,4.68,93.6,16.6,25,0.82,1,1,Champions / Loyal
12643.0,2011-08-03 12:56:00,6,3344.64,2.0,835.1999999999999,66.6,128,4.2,1,2,Recent / Potential Loyal
12644.0,2011-08-02 10:33:00,1,477.91,6.64,30.0,15.0,129,4.24,1,0,Lost / Low Value
12645.0,2011-11-06 12:38:00,4,1775.18,8.5,70.80000000000001,19.799999999999997,33,1.08,1,1,Champions / Loyal
12646.0,2011-12-05 10:14:00,2,1346.97,10.4,81.36,23.4,4,0.13,1,1,Champions / Loyal
12647.0,2011-11-17 12:56:00,12,3722.82,6.64,139.2,19.5,22,0.72,1,1,Champions / Loyal
